Episode,Season,Title,Location,Speaker,Context,Text
10,1,What Are Little Girls Made Of?,bridge,Kirk,,Enterprise to Korby. We have your co-ordinates pin-pointed. We're preparing to beam down a party. It may interest you that we have aboard this vessel
10,1,What Are Little Girls Made Of?,bridge,Korby,,"I've a rather unusual request, Captain Kirk. Beam down alone, just yourself. We've made discoveries of such a nature they may require an extraordinary decision from you."
10,1,What Are Little Girls Made Of?,bridge,Spock,,That's an unusual request.
10,1,What Are Little Girls Made Of?,bridge,Kirk,,The man making it is Doctor Roger Korby.
10,1,What Are Little Girls Made Of?,bridge,Spock,,You're certain you recognise his voice?
10,1,What Are Little Girls Made Of?,bridge,Chapel,,"Have you ever been engaged, Mister Spock? Yes, it's Roger."
10,1,What Are Little Girls Made Of?,bridge,Kirk,,"Agreed, Doctor. However, there will be two of us."
10,1,What Are Little Girls Made Of?,bridge,Chapel,,"Hello, Roger."
10,1,What Are Little Girls Made Of?,bridge,Korby,,Christine!
10,1,What Are Little Girls Made Of?,bridge,Chapel,,"Yes, Roger."
10,1,What Are Little Girls Made Of?,bridge,Korby,,"Darling, how, Where are you? Yes, yes, by all means, Captain. I, I had no idea, no hope. Darling, are you all right?"
10,1,What Are Little Girls Made Of?,bridge,Chapel,,"Yes, Roger. Everything's all right now."
10,1,What Are Little Girls Made Of?,bridge,Kirk,,"We're on our way, Doctor. We'll be with you in a moment. Enterprise out."
10,1,What Are Little Girls Made Of?,transporter room,Kirk,,Energise.
10,1,What Are Little Girls Made Of?,tunnel entrance,Chapel,,He said he'd be waiting.
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,Doctor Korby? Doctor Korby. It's possible we may have hit the wrong entry point. Kirk to Enterprise.
10,1,What Are Little Girls Made Of?,tunnel entrance,Spock,,"Spock here, Captain."
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,Beam down two security men.
10,1,What Are Little Girls Made Of?,tunnel entrance,Spock,,"Any problems, Captain?"
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,Some delay in meeting us. Probably nothing at all. Kirk out. Corridors could be quite deep. Getting here may have taken more time than he estimated. Don't worry.
10,1,What Are Little Girls Made Of?,tunnel entrance,Chapel,,Thank you.
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,"Rayburn, maintain post here."
10,1,What Are Little Girls Made Of?,tunnel entrance,Rayburn,,"Yes, sir."
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,"Matthews, we'll look for Doctor Korby. Accompany us."
10,1,What Are Little Girls Made Of?,tunnel entrance,Matthews,,"Yes, sir."
10,1,What Are Little Girls Made Of?,tunnels,,"the trio go deeper into the tunnel complex, until Chapel slips at the edge of a deep pit. Further on they come to a bright light. A figure steps in front of it",
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,"Is that you, Doctor Korby?"
10,1,What Are Little Girls Made Of?,tunnels,Chapel,,"Doctor Brown! It's Roger's assistant. Brownie, where's Roger?"
10,1,What Are Little Girls Made Of?,tunnels,,"a man screams, they dash back to the pit. A figure is creeping away, unseen",
10,1,What Are Little Girls Made Of?,tunnels,Brown,,Be careful.
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,Is there a path down there?
10,1,What Are Little Girls Made Of?,tunnels,Brown,,"There's no hope, Captain. It's bottomless. He must have slipped."
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,Any chance of a projection or a ledge?
10,1,What Are Little Girls Made Of?,tunnels,Brown,,"None, Captain. Unfortunate. Terribly unfortunate. Doctor Korby was detained. I came as soon as I could."
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,Not soon enough.
10,1,What Are Little Girls Made Of?,tunnels,Chapel,,"Brownie, what is it?"
10,1,What Are Little Girls Made Of?,tunnels,Brown,,Explain.
10,1,What Are Little Girls Made Of?,tunnels,Chapel,,Don't you recognise me?
10,1,What Are Little Girls Made Of?,tunnels,Brown,,"Christine. You look well. My name is Brown, Doctor Korby's assistant. I presume you are Captain Kirk. He's dead, I assure you. Come, Doctor Korby will be waiting."
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,You do know him well? An old friend?
10,1,What Are Little Girls Made Of?,tunnels,Chapel,,I suppose living here for five years.
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,Captain Kirk to Rayburn. Report.
10,1,What Are Little Girls Made Of?,tunnels,Rayburn,,"All quiet here at the entry, Captain."
10,1,What Are Little Girls Made Of?,tunnel entrance,Rayburn,,"Any problems there, sir?"
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,We lost Matthews. Apparently an accident. Tell the Enterprise to have a full security party standing by.
10,1,What Are Little Girls Made Of?,tunnel entrance,Rayburn,,"Yes, sir."
10,1,What Are Little Girls Made Of?,tunnel entrance,Kirk,,"And we'll both report in at hourly intervals. If you and I lose contact, or if he fails to hear from either of us, he's to beam the security party down immediately. Kirk out."
10,1,What Are Little Girls Made Of?,tunnel entrance,,the figure creeps up on Rayburn and attacks him,
10,1,What Are Little Girls Made Of?,tunnels,Brown,,"Doctor Korby has discovered that as their sun dimmed, the inhabitants of this planet moved underground from an open environment to this dark world. When you were a student of his, Christine, you must have often heard Doctor Korby remark how freedom of movement and choice produced the human spirit. The culture of Exo 3 proved his theory. When they moved from light to darkness, they replaced freedom with a mechanistic culture. Doctor Korby has been able to uncover elements of this culture which will revolutionise the universe when freed from this cavernous environment."
10,1,What Are Little Girls Made Of?,korby's study,Andrea,,I'm Andrea. You must be Christine. I've always thought how beautiful your name is. And you must be Captain Kirk of the Starship Enterprise. We appreciate you bringing Roger's fiancee to him.
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,I don't remember Doctor Korby mentioning an Andrea.
10,1,What Are Little Girls Made Of?,korby's study,Andrea,,But you are exactly as Roger described you. No wonder he missed you so.
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,Where is Doctor Korby?
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Here, Captain. I, I've been looking forward to (sees Chapel, and they kiss)"
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,"Oh, I knew I'd find you."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Everything's all right now. Oh, forgive me, Captain. I'm, er, I'm Roger Korby."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"There's no need to apologise, sir, and certainly no need to introduce yourself."
10,1,What Are Little Girls Made Of?,korby's study,Brown,,"The captain lost a man in the caverns, Doctor."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,What? How did it happen?
10,1,What Are Little Girls Made Of?,korby's study,Brown,,The pit near the outer junction. The edge must have given way.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"I'm terribly sorry, Captain. Perhaps if I'd been there. I know the passages so well."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"It wasn't your fault. Kirk to Rayburn, report. I'm required to make a security confirmation. When I call my ship, if you list your personnel, cargo requirements, any special needs"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Captain, I'd much prefer"
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"Rayburn, are you receiving?"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"I'd prefer you waited, Captain, please, till I've talked to you."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,I've lost contact with my guard. I'm required to call my ship.
10,1,What Are Little Girls Made Of?,korby's study,Brown,,"No communications, Captain. (holding weapon)"
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,Roger.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"I'm sorry. If they should send down more people,"
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,"Roger, that"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"He won't be harmed. I promise you. Isn't it possible there could be things here unknown to you, so terribly important"
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"Sir, one man is dead. I've lost contact with the other."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,Andrea.
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,What are you doing?
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"This is necessary, Captain. You will understand. Andrea. (she reaches for Kirk's phaser, but he grabs her to use as a shield and aims it at Brown instead, while moving towards a table to use as a barrier instead of the girl)"
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"Drop it! (he fires, Brown falls straight backwards and the big figure bursts in and lifts Kirk off his feet. Chapel screams as she sees the hole in Brown reveals electronic parts)"
10,1,What Are Little Girls Made Of?,bridge,Kirk,,Enterprise from Captain Kirk. Come in. Do you read?
10,1,What Are Little Girls Made Of?,bridge,Uhura,,"Frequency open, Mister Spock."
10,1,What Are Little Girls Made Of?,bridge,Spock,,"Spock here, Captain."
10,1,What Are Little Girls Made Of?,bridge,Kirk,,Contact established with Doctor Korby.
10,1,What Are Little Girls Made Of?,bridge,Spock,,"We were becoming concerned, Captain. Your check-in was overdue and since we'd not heard from your security team"
10,1,What Are Little Girls Made Of?,bridge,Kirk,,"No problem, Mister Spock. Bear with me."
10,1,What Are Little Girls Made Of?,korby's study,Ruk,,We'll return to the ship within forty eight hours. Doctor Korby's records and specimens will require careful packing.
10,1,What Are Little Girls Made Of?,bridge,Spock,,"Captain, are you all right? You sound tired."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"If you move or cry out, Ruk may injure you. At least wait until we can talk."
10,1,What Are Little Girls Made Of?,korby's study,Spock,,"Acknowledge, Captain. Is everything all right?"
10,1,What Are Little Girls Made Of?,korby's study,Ruk,,"Fine, Mister Spock. Doctor Korby has made some fascinating discoveries. All under control. Stand by for regular contact. Kirk out."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"This is not a vain display, Captain. I'm a scientist. You obviously know my reputation. Trust me."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"Yes, I know your reputation. The whole galaxy knows who you are and what you stand for. That's why all this makes no sense."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,There's so much you must learn Before you make a final judgment. For example (to Ruk) Andrea.
10,1,What Are Little Girls Made Of?,korby's study,Ruk,,"You must be Captain Kirk of the Starship Enterprise. [Korby's voice] Christine, it's all right now."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"You see, Captain?"
10,1,What Are Little Girls Made Of?,korby's study,Ruk,,"Yes Roger, everything is all right now."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,That's enough. You are not to mock Christine. You will never harm her.
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,Or disobey an order from her.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"You will not disobey her orders. Satisfied, Captain Kirk? Both love and trust. Now, give me twenty four hours to convince you."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"Doctor, do I need to be a prisoner to be convinced?"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"What would your first duty be upon return to your vessel? Report! Do you realise the number of discoveries lost because of superstition, of ignorance, of a layman's inability to comprehend?"
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"A simple layman's question, Doctor. Where is my other crewman? Alive? Dead?"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,Ruk was programmed to protect my experiments. The logic of his machine mind saw danger to me.
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,Where is my other crewman?
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Ruk destroyed them both, totally against my wishes I assure you."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,He's an android like Brown?
10,1,What Are Little Girls Made Of?,korby's study,Ruk,,More complex than Brown. Much superior. I was left here by the old ones.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Ruk was still tending the machinery when we arrived here. How many centuries? Even Ruk doesn't know. With his help, with the records I could find, we built Brown."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"You've convinced me, Doctor. You've convinced me that you're dangerous."
10,1,What Are Little Girls Made Of?,korby's study,,Kirk makes a run for it but Ruk grabs him and throws him around.,
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"Ruk, no!"
10,1,What Are Little Girls Made Of?,dining room,Andrea,,I do not understand. Why are you unhappy? You are with Roger again.
10,1,What Are Little Girls Made Of?,dining room,Chapel,,Where is Captain Kirk?
10,1,What Are Little Girls Made Of?,dining room,Andrea,,You are concerned about the captain?
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Yes, I am concerned."
10,1,What Are Little Girls Made Of?,dining room,Andrea,,How can you love Roger without trusting him? Why does it bother you when I use the name Roger?
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Andrea, it's sufficient that it does disturb her. You will call me Doctor Korby from now on, Andrea."
10,1,What Are Little Girls Made Of?,dining room,Andrea,,"Yes, Doctor Korby."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"I didn't mean to eavesdrop, darling. As you can see, Captain Kirk is fine. He won't be harmed. The things at stake here simply make it necessary he doesn't send a report to his ship. I need time to explain and demonstrate to him and to you. Now shall we start with Andrea?"
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Yes, let's start with Andrea."
10,1,What Are Little Girls Made Of?,dining room,Andrea,,"I'm like Doctor Brown, an android. Didn't you know?"
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Remarkable, isn't she? Notice the the lifelike pigmentation, the variation in skin tones. The flesh, the flesh has warmth. There's even a pulse, physical sensation."
10,1,What Are Little Girls Made Of?,dining room,Chapel,,How convenient.
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Christine, you must realise an android's like a computer. It does only what I programme. As a trained scientist yourself, you must realise that"
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Given a mechanical Doctor Brown, a mechanical geisha would be no more difficult."
10,1,What Are Little Girls Made Of?,dining room,Korby,,You think I could love a machine?
10,1,What Are Little Girls Made Of?,dining room,Chapel,,Did you?
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Andrea's incapable of that. She simply obeys orders. She has no meaning for me. There's no emotional bond. Andrea, kiss Captain Kirk. Now strike him. You see? There's no emotion in it, no emotional involvement. She simply responds to orders. She's a totally logical computer. A thing is not a woman. Now do you understand?"
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"If these mechanical things have no feelings and perform only as you programme them, then why did Brown try to shoot me? Why did he kill two of my men? There are many things I don't understand, Doctor."
10,1,What Are Little Girls Made Of?,dining room,Korby,,I will answer all of your questions now.
10,1,What Are Little Girls Made Of?,laboratory,Korby,,"This is how you make an android. (Kirk is naked on one side of circular table, a human-shaped blob on the other) Andrea. (the table starts turning) He's not being harmed, I promise."
10,1,What Are Little Girls Made Of?,laboratory,Chapel,,"Roger, what's happened to you? When I sat in your class, you wouldn't even dream of harming an insect or an animal. Their life was sacred to you then."
10,1,What Are Little Girls Made Of?,laboratory,Korby,,"Christine, if I'd simply beamed up to their vessel with Brown and the others, I'd have given them objects of curiosity, beginnings of wild stories, foolish theories. Ruk! Watch carefully. (the blob turns into Kirk, and the table is stopped) Choose, Christine. Which is your captain?"
10,1,What Are Little Girls Made Of?,laboratory,Chapel,,I don't know. They're exact. I honestly don't know.
10,1,What Are Little Girls Made Of?,laboratory,Korby,,"Synthetic organs are in place. We merely synchronise them with Kirk's autonomic nervous system, duplicating the rhythms of his body. At the same time, we duplicate the mental pattern. Now, physical pattern complete, we now make a mental pattern. Ready for final synaptic fusion. Andrea, stand by for cortex circuits. The android will be so perfect It could even replace the captain. The same memories, the same attitudes, the same abilities. Activate circuits."
10,1,What Are Little Girls Made Of?,laboratory,Kirk,,"Mind your own business, Mister Spock. I'm sick of your half-breed interference, do you hear? Mind your own business, Mister Spock. I'm sick of your half-breed (passes out, the other one wakes up)"
10,1,What Are Little Girls Made Of?,laboratory,Korby,,Complete.
10,1,What Are Little Girls Made Of?,laboratory,Chapel,,Are you all right?
10,1,What Are Little Girls Made Of?,laboratory,Kirk,,As far as I know.
10,1,What Are Little Girls Made Of?,laboratory,Korby,,"Now, meet an android."
10,1,What Are Little Girls Made Of?,laboratory,Kirk2,,"How do you do, Miss Chapel?"
10,1,What Are Little Girls Made Of?,dining room,Andrea,,I am now programmed to please you also. Is the food appealing?
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Yes, thank you."
10,1,What Are Little Girls Made Of?,dining room,Andrea,,"Please sit, Captain."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"Thank you. I'm more or less on parole, I understand."
10,1,What Are Little Girls Made Of?,dining room,Andrea,,Doctor Korby suggested that you have lunch. He thought you might have a few things to talk about.
10,1,What Are Little Girls Made Of?,dining room,Chapel,,Captain.
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"I know, I know. I'd hate to be torn between commander and fiancée myself."
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"No, I'm not torn. I'm puzzled. I'm worried."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,Has he confided in you?
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Nothing he hasn't told you. I know it doesn't make sense. What he's done may seem wrong, but he is Roger Korby, whatever he seems to be doing."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,Unless something's gone wrong with his mind.
10,1,What Are Little Girls Made Of?,dining room,Chapel,,No. You're forgetting how well I know him. He's as sane as you or I.
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"Nurse, if I gave you a direct order to betray him"
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Please, don't ask me to make that choice. I'd much rather you push me off the same precipice where Matthews died. Oh, I can't. (pushes plate away) Please, go ahead and eat."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"Androids don't eat, Miss Chapel."
10,1,What Are Little Girls Made Of?,dining room,Korby,,He even has your sense of humour.
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"Well, there's one difference between us. I'm hungry."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"The difference is your weakness, Captain, not mine."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"One at a time, gentlemen. Captain?"
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"Eating is a pleasure, sir. Unfortunately, one you will never know."
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"Perhaps, but I will never starve, sir."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,He's an exact duplicate?
10,1,What Are Little Girls Made Of?,dining room,Korby,,In every detail.
10,1,What Are Little Girls Made Of?,dining room,Kirk,,What about memory? Tell me about Sam.
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"George Samuel Kirk, your brother. Only you call him Sam."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,He saw me off on this mission.
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"Yes, with his wife and three sons."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,He said he was being transferred to Earth colony two research station.
10,1,What Are Little Girls Made Of?,dining room,Kirk2,,"No, Captain. He said he was continuing his research and that he wanted to be transferred to Earth colony two."
10,1,What Are Little Girls Made Of?,dining room,Korby,,You might as well try to outthink a calculating machine.
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"Obviously, I can't, but we do have some interesting differences."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Totally unimportant ones. You may leave now. (Kirk2 leaves) You haven't guessed the rest? Not even you, Christine? What you saw was only a machine, Only half of what I could've accomplished, Do you understand? By continuing the process I could've transferred you, your very consciousness into that android. Your soul, if you wish. All of you. In android form, a human being can have practical immortality. Can you understand what I'm offering mankind?"
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"Programming. Different word, but the same old promises made by Genghis Khan, Julius Caesar, Hitler, Ferris, Maltuvis."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Can you understand that a human converted to an android can be programmed for the better? Can you imagine how life could be improved if we could do away with jealousy, greed, hate?"
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"It can also be improved by eliminating love, tenderness, sentiment. The other side of the coin, Doctor."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"No one need ever die again. No disease, no deformities. why even fear can be programmed away, replaced with joy. I'm offering you a pracical heaven, a new paradise, and all I need is your help."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,All you wanted before was my understanding.
10,1,What Are Little Girls Made Of?,dining room,Korby,,"I need transportation to a planet colony with proper raw materials. I'm sure there are several good possibilities among your next stops. No diversion from your route. I want no suspicions aroused. I'll begin producing androids carefully, selectively."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"Yes, yes. No one need know, only to frighten uninformed minds."
10,1,What Are Little Girls Made Of?,dining room,Korby,,"They must be strongly infiltrated into society before the android existence is revealed. I want no wave of hysteria to destroy what is good and right. You with me, Captain?"
10,1,What Are Little Girls Made Of?,dining room,Kirk,,You've created your own Kirk. Why do you need me?
10,1,What Are Little Girls Made Of?,dining room,Korby,,"I created him to impress you, not to replace you."
10,1,What Are Little Girls Made Of?,dining room,Kirk,,"I'm impressed, Doctor, but not the way you think! (leaps up with cord he's untied from the chair leg and loops it around Korby's throat) Stand back, Ruk! I'll kill him! Stay back. (goes through door, releasing Korby into Ruk's arms)"
10,1,What Are Little Girls Made Of?,dining room,Korby,,"Ruk, protect!"
10,1,What Are Little Girls Made Of?,dining room,Chapel,,"Roger, I. Ruk, no! (runs after him)"
10,1,What Are Little Girls Made Of?,tunnels,Chapel,,"Ruk, stop! Doctor Korby said you are to obey me! Ruk! Ruk! Ruk, I order you not to harm him!"
10,1,What Are Little Girls Made Of?,tunnels,,Kirk breaks off a stalactite to use as a club. RUk hears the sound,
10,1,What Are Little Girls Made Of?,tunnels,Ruk,,"Captain Kirk, where are you? Captain Kirk! I can help you!"
10,1,What Are Little Girls Made Of?,tunnels,Kirk,,"Christine, is that you?"
10,1,What Are Little Girls Made Of?,tunnels,,"Ruk sneaks up and they struggle, ending up with Kirk dangling from the edge of the pit. After thinking about it, Ruk pulls him up to safety",
10,1,What Are Little Girls Made Of?,corridor,Spock,,Captain!
10,1,What Are Little Girls Made Of?,bedroom,Spock,,"Captain, We finished ahead of schedule."
10,1,What Are Little Girls Made Of?,bedroom,Kirk2,,Doctor Korby has considerable cargo to beam aboard. I'll have to go over our destination schedule with him.
10,1,What Are Little Girls Made Of?,bedroom,Spock,,You're going back down with the command pack?
10,1,What Are Little Girls Made Of?,bedroom,Kirk2,,"Mind your own business, Mister Spock. I'm sick of your half-breed interference, do you hear?"
10,1,What Are Little Girls Made Of?,bedroom,Spock,,"Yes. very well, Captain."
10,1,What Are Little Girls Made Of?,bedroom,Kirk2,,"You look upset, Mister Spock. Is everything all right up here?"
10,1,What Are Little Girls Made Of?,bedroom,Spock,,"No problems here, sir."
10,1,What Are Little Girls Made Of?,bedroom,Kirk2,,Good. I'll beam up shortly with Doctor Korby and party. (leaves)
10,1,What Are Little Girls Made Of?,bedroom,Spock,,"Security, Spock here. Status of your landing party?"
10,1,What Are Little Girls Made Of?,bedroom,Security,,"Ready and standing by, sir,"
10,1,What Are Little Girls Made Of?,bedroom,Spock,,Have them meet me in the transporter room after the Captain has beamed down.
10,1,What Are Little Girls Made Of?,korby's study,Kirk2,,I looked it over. I think you'll find planet Midas Five an excellent choice.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"A small colony. Abundant raw materials. You made a good beginning, Captain."
10,1,What Are Little Girls Made Of?,korby's study,Kirk2,,Thank you. I felt quite at home on the Enterprise.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"Andrea, kiss me. (she does, then raises her arm to slap him. He stops her and pulls her in for a passionate embrace)"
10,1,What Are Little Girls Made Of?,bedroom,Andrea,,No. Not programmed for you.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"What's the matter, Andrea? Confused?"
10,1,What Are Little Girls Made Of?,bedroom,Andrea,,No. (leaves. Ruk blocks Kirk's attempt to leave)
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"Emotion, Ruk? You disapprove of Miss Chapel's orders to save my life?"
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,To maintain your existence would be illogical.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"Why? Can't your memory banks solve a simple equation like that? What happened to the old ones, Ruk?"
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,So long ago.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"Is it possible they built their machines too well, gave them pride and a desire to survive? Machines that wanted logic and order and found that frustrated by the illogical emotional creatures that built them?"
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,"Yes, the old ones. The ones who made us. They grew fearful of us. They began to turn us off."
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"And isn't it Korby who's creating the same danger to you all over again? Unlike you, we humans are full of unpredictable emotions that logic cannot solve."
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,"Yes. Yes, it had been so long ago, I had forgotten. The old ones here. The ones who made us, yes. Yes, it is still in my memory banks. It became necessary to destroy them. You are inconsistent. You cannot be programmed. You are inferior."
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,And Korby?
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,You came from the outside. You bring disorder here.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,The danger to you is Korby.
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,I was programmed by Korby. I cannot harm him.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"The old ones programmed you, too, but it became possible to destroy them."
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,That was the equation! (seizes Kirk) Existence! Survival must cancel out programming.
10,1,What Are Little Girls Made Of?,bedroom,Kirk,,"That's it, Ruk! Logic! You can't protect someone who's trying to destroy you!"
10,1,What Are Little Girls Made Of?,bedroom,Korby,,"Ruk, I would like"
10,1,What Are Little Girls Made Of?,bedroom,Ruk,,You brought him among us. You brought the inferior ones. We had cleansed ourselves of them. Now you bring the evil back!
10,1,What Are Little Girls Made Of?,bedroom,Korby,,"Ruk, stop! Your programming. (fires phaser, Ruk vanishes) I had no choice."
10,1,What Are Little Girls Made Of?,corridor,Kirk,,"You were a man with respect for all things alive. How can I explain the change in you? If I was to tell Earth I was in your hands, to tell them what has become (jumps Korby and traps his arm in a door. The skin tears to reveal electronics)"
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"It's still me, Christine. Roger. I'm in here. You can't imagine how it was. I was frozen, dying. My legs were gone. I was, I had only my brain between life and death. This can be repaired easier than another man can set a broken finger. I'm still the same as I was before, Christine, perhaps even better."
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,"Are you, Roger?"
10,1,What Are Little Girls Made Of?,korby's study,Korby,into comm. unit,Andrea.
10,1,What Are Little Girls Made Of?,korby's study,Andrea,,"Yes, Doctor."
10,1,What Are Little Girls Made Of?,korby's study,Korby,,There's someone in the outer junction.
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,Spock. He must've got my message.
10,1,What Are Little Girls Made Of?,korby's study,Andrea,,I will find Ruk.
10,1,What Are Little Girls Made Of?,korby's study,Chapel,,But he'll never find us in this maze.
10,1,What Are Little Girls Made Of?,korby's study,Korby,,Ruk has been shut off.
10,1,What Are Little Girls Made Of?,laboratory,Korby,,Get a weapon. Deal with it. Protect.
10,1,What Are Little Girls Made Of?,corridor outside laboratory,Andrea,,I will kiss you.
10,1,What Are Little Girls Made Of?,corridor outside laboratory,Kirk2,,No.
10,1,What Are Little Girls Made Of?,corridor outside laboratory,Andrea,,"You, you will not?"
10,1,What Are Little Girls Made Of?,corridor outside laboratory,Kirk2,,It is illogical. (she disintegrates him)
10,1,What Are Little Girls Made Of?,korby's study,Korby,,"I'm the same! A direct transfer. All of me, human, rational, and without a flaw."
10,1,What Are Little Girls Made Of?,korby's study,Andrea,,"He freed himself, and I destroyed, (sees Kirk there) destroyed him. I am not programmed for alarms. I listened to your instructions. They were mis-stated."
10,1,What Are Little Girls Made Of?,korby's study,Kirk,,"She killed the android, Korby, the same way you killed Ruk. Is this your perfect world, your flawless beings killing off one another? Aren't you doing exactly what you hate most in humans, killing with no more concern than when you turn off a light?"
